estacion,MAPE,uTheils,IndiceCorrelacion,agreement
AJM,34.61785807309947,0.17839486972959526,0.8846726356420922,0.4079915469104026
MGH,127.3064098839374,0.2898268809605053,0.6931713326927107,0.41772841588760434
CCA,84.47174932305477,0.2382903080252407,0.7107476827360596,0.476692799053803
SFE,51.32961326087829,0.24778991364262537,0.660824047058123,0.26564301965678516
UAX,71.31167902090552,0.206836793033226,0.7679445754876046,0.559343057825981
CUA,15.717449126449434,0.056194510248525426,0.9815127347499883,0.9602818935312455
NEZ,86.81578645592327,0.23103166420916088,0.7359436304140805,0.495989659000048
CAM,101.31840407238937,0.2519928218083527,0.732230244403492,0.4915156810913931
LPR,24.55646178764897,0.059153178264328365,0.9834298685131126,0.9619647478370436
SJA,104.0111501028364,0.24263150456960564,0.7248211756615114,0.49182682613383066
IZT,79.21591789583579,0.22652430059718628,0.7625885379144759,0.580186809813084
SAG,88.24266811913239,0.21740207389065241,0.7705966838626712,0.5638099364371861
TAH,63.92744206824702,0.24140585692507274,0.66354083392552,0.41309776881209503
ATI,18.97870913407588,0.062155651476525575,0.9806145110458718,0.9550766888425004
FAC,65.5716592000186,0.21798825339014474,0.7475441218929524,0.5447891970472779
UIZ,15.86761392095349,0.043662115970918625,0.9906955700079658,0.9815946989819164
MER,18.60988914285859,0.04923410149401026,0.9899109000314704,0.9779112582523782
PED,21.958659913648397,0.06540018373132267,0.9801322188974984,0.9565738205827875
TLA,19.664529922288388,0.059049533020921516,0.982703300548646,0.9629837981284529
XAL,26.984772967394374,0.06723985090267345,0.9827545031256807,0.9539096474431725
CHO,74.02665247386021,0.21233549623314085,0.7385345434154423,0.5265096716219566
BJU,29.483611590829735,0.11159140350352466,0.9372145511537521,0.8763727934821653
