estacion,MAPE,uTheils,IndiceCorrelacion,agreement
AJM,0.011572371703089482,0.2539466305010198,0.46250455807431134,-0.2654131718982955
MGH,0.04227346950941947,0.559158190251688,0.35105430890015316,-0.1616985359344767
CCA,4.993538477562768,0.9909705651780982,-0.09221080118014584,-1.1482875335894036
SFE,0.07754276152277859,0.44483607932038605,0.33132390004178097,-0.2836310618007609
UAX,0.03819235333365923,0.5257928497187828,0.0897046190889242,-0.2610500775775768
CUA,0.01595187421077058,0.32041422640085365,0.15343371817788057,-0.005126762925348194
NEZ,0.03708084009798922,0.5062061687656286,0.17993600002624557,-0.17444063646803332
CAM,0.031249507577857282,0.45830312488258235,0.3702621733238125,0.07828173292607232
LPR,0.10156093186449165,0.4754226215676441,0.4200455751124597,-0.19448811700320356
SJA,0.2752988805214331,0.49561856374854124,0.41522256406766295,-0.09927138715489026
IZT,0.05474644116908138,0.5982520127460643,0.14852511160221096,-0.2866213595997549
SAG,0.025648047518552413,0.40276500284321115,0.4300214813186121,0.09959614833117014
TAH,0.04222406676905887,0.3632809742091751,0.14968227956388136,-0.09534117022686783
ATI,0.04474014752012301,0.6650873741584058,-0.2667890287048992,-26.10249332049344
FAC,0.02751510159659073,0.4417712678822332,0.009617846783175846,-0.12725468719014565
UIZ,0.026556759893937434,0.4263291920961156,0.3261340291455599,0.04570158880490405
MER,0.033568614369842785,0.4587809227574206,0.08832804297496041,-0.04798962950011654
PED,0.026537048849036397,0.41217907901745954,0.38627619676163893,-0.006979235659469785
TLA,0.03551810532120218,0.5230737475956653,0.14463254771210948,-0.11473308273772087
XAL,0.02549224761068695,0.40927746283397654,0.35342674910251076,0.10122229859554455
CHO,0.026615678190889298,0.41075155151715,0.13537205380271536,-0.08044151365123375
BJU,0.12997694027895657,0.7836429019104755,0.07164031889725435,-0.680966741046628
